"locus_name","accession","tissue","timepoint","expression_value","group"
"BRAA07G034100.3C","Col0","apex",10,0.232806241594262,"Col0-10-a"
"BRAA07G034100.3C","Col0","apex",10,0.297728964294292,"Col0-10-b"
"BRAA07G034100.3C","Col0","apex",11,0,"Col0-11-a"
"BRAA07G034100.3C","Col0","apex",11,0,"Col0-11-b"
"BRAA07G034100.3C","Col0","apex",12,0.11512433104445,"Col0-12-a"
"BRAA07G034100.3C","Col0","apex",12,0.117114406331047,"Col0-12-b"
"BRAA07G034100.3C","Col0","apex",13,1.84746168574465,"Col0-13-a"
"BRAA07G034100.3C","Col0","apex",13,0.816528379587114,"Col0-13-b"
"BRAA07G034100.3C","Col0","apex",14,26.0756696022322,"Col0-14-a"
"BRAA07G034100.3C","Col0","apex",14,42.1549867425333,"Col0-14-b"
"BRAA07G034100.3C","Col0","apex",15,227.824981194326,"Col0-15-a"
"BRAA07G034100.3C","Col0","apex",15,130.048643423838,"Col0-15-b"
"BRAA07G034100.3C","Col0","apex",16,146.284062827275,"Col0-16-a"
"BRAA07G034100.3C","Col0","apex",16,262.275679930721,"Col0-16-b"
"BRAA07G034100.3C","Col0","apex",13,5.97748873009723,"Col0-13-c"
"BRAA07G034100.3C","Col0","apex",10,0,"Col0-10-c"
"BRAA07G034100.3C","Col0","apex",10,0.159933751946858,"Col0-10-d"
"BRAA07G034100.3C","Col0","apex",11,0.0888268508614734,"Col0-11-c"
"BRAA07G034100.3C","Col0","apex",11,0.191786770831201,"Col0-11-d"
"BRAA07G034100.3C","Col0","apex",13,4.85595906018103,"Col0-13-d"
"BRAA07G034100.3C","Col0","apex",9,0.543770043540217,"Col0-09-c"
"BRAA07G034100.3C","Col0","apex",9,0,"Col0-09-d"
"BRAA07G034100.3C","Col0","apex",12,0.535253885223019,"Col0-12-c"
"BRAA07G034100.3C","Col0","apex",12,0,"Col0-12-d"
"BRAA03G023790.3C","Col0","apex",7,15.2872258487873,"Col0-07-a"
"BRAA03G023790.3C","Col0","apex",7,12.7606922534648,"Col0-07-b"
"BRAA03G023790.3C","Col0","apex",8,10.3440236969267,"Col0-08-a"
"BRAA03G023790.3C","Col0","apex",8,13.8613539805331,"Col0-08-b"
"BRAA03G023790.3C","Col0","apex",9,16.5032679160079,"Col0-09-a"
"BRAA03G023790.3C","Col0","apex",9,23.7414850625046,"Col0-09-b"
"BRAA03G023790.3C","Col0","apex",10,72.9847567398013,"Col0-10-a"
"BRAA03G023790.3C","Col0","apex",10,59.8435218231526,"Col0-10-b"
"BRAA03G023790.3C","Col0","apex",11,32.6805293897326,"Col0-11-a"
"BRAA03G023790.3C","Col0","apex",11,47.315485297214,"Col0-11-b"
"BRAA03G023790.3C","Col0","apex",12,40.1783915345131,"Col0-12-a"
"BRAA03G023790.3C","Col0","apex",12,47.431334564074,"Col0-12-b"
"BRAA03G023790.3C","Col0","apex",13,69.1643468600654,"Col0-13-a"
"BRAA03G023790.3C","Col0","apex",13,61.5458266113787,"Col0-13-b"
"BRAA03G023790.3C","Col0","apex",14,52.865741111375,"Col0-14-a"
"BRAA03G023790.3C","Col0","apex",14,81.9615062570702,"Col0-14-b"
"BRAA03G023790.3C","Col0","apex",15,76.9593628710964,"Col0-15-a"
"BRAA03G023790.3C","Col0","apex",15,68.8558146223563,"Col0-15-b"
"BRAA03G023790.3C","Col0","apex",16,59.2407681332679,"Col0-16-a"
"BRAA03G023790.3C","Col0","apex",16,64.2330043572534,"Col0-16-b"
"BRAA03G023790.3C","Col0","apex",13,107.134990316358,"Col0-13-c"
"BRAA03G023790.3C","Col0","apex",10,25.4166515344412,"Col0-10-c"
"BRAA03G023790.3C","Col0","apex",10,29.9076116140624,"Col0-10-d"
"BRAA03G023790.3C","Col0","apex",11,25.4933061972429,"Col0-11-c"
"BRAA03G023790.3C","Col0","apex",11,18.2197432289641,"Col0-11-d"
"BRAA03G023790.3C","Col0","apex",13,82.5513040230774,"Col0-13-d"
"BRAA03G023790.3C","Col0","apex",9,11.4191709143446,"Col0-09-c"
"BRAA03G023790.3C","Col0","apex",9,11.7895344205368,"Col0-09-d"
"BRAA03G023790.3C","Col0","apex",12,50.0462382683523,"Col0-12-c"
"BRAA03G023790.3C","Col0","apex",12,64.2178007965299,"Col0-12-d"
"BRAA05G005370.3C","Col0","apex",7,15.2872258487873,"Col0-07-a"
"BRAA05G005370.3C","Col0","apex",7,12.7606922534648,"Col0-07-b"
"BRAA05G005370.3C","Col0","apex",8,10.3440236969267,"Col0-08-a"
"BRAA05G005370.3C","Col0","apex",8,13.8613539805331,"Col0-08-b"
"BRAA05G005370.3C","Col0","apex",9,16.5032679160079,"Col0-09-a"
"BRAA05G005370.3C","Col0","apex",9,23.7414850625046,"Col0-09-b"
"BRAA05G005370.3C","Col0","apex",10,72.9847567398013,"Col0-10-a"
"BRAA05G005370.3C","Col0","apex",10,59.8435218231526,"Col0-10-b"
"BRAA05G005370.3C","Col0","apex",11,32.6805293897326,"Col0-11-a"
"BRAA05G005370.3C","Col0","apex",11,47.315485297214,"Col0-11-b"
"BRAA05G005370.3C","Col0","apex",12,40.1783915345131,"Col0-12-a"
"BRAA05G005370.3C","Col0","apex",12,47.431334564074,"Col0-12-b"
"BRAA05G005370.3C","Col0","apex",13,69.1643468600654,"Col0-13-a"
"BRAA05G005370.3C","Col0","apex",13,61.5458266113787,"Col0-13-b"
"BRAA05G005370.3C","Col0","apex",14,52.865741111375,"Col0-14-a"
"BRAA05G005370.3C","Col0","apex",14,81.9615062570702,"Col0-14-b"
"BRAA05G005370.3C","Col0","apex",15,76.9593628710964,"Col0-15-a"
"BRAA05G005370.3C","Col0","apex",15,68.8558146223563,"Col0-15-b"
"BRAA05G005370.3C","Col0","apex",16,59.2407681332679,"Col0-16-a"
"BRAA05G005370.3C","Col0","apex",16,64.2330043572534,"Col0-16-b"
"BRAA05G005370.3C","Col0","apex",13,107.134990316358,"Col0-13-c"
"BRAA05G005370.3C","Col0","apex",10,25.4166515344412,"Col0-10-c"
"BRAA05G005370.3C","Col0","apex",10,29.9076116140624,"Col0-10-d"
"BRAA05G005370.3C","Col0","apex",11,25.4933061972429,"Col0-11-c"
"BRAA05G005370.3C","Col0","apex",11,18.2197432289641,"Col0-11-d"
"BRAA05G005370.3C","Col0","apex",13,82.5513040230774,"Col0-13-d"
"BRAA05G005370.3C","Col0","apex",9,11.4191709143446,"Col0-09-c"
"BRAA05G005370.3C","Col0","apex",9,11.7895344205368,"Col0-09-d"
"BRAA05G005370.3C","Col0","apex",12,50.0462382683523,"Col0-12-c"
"BRAA05G005370.3C","Col0","apex",12,64.2178007965299,"Col0-12-d"
"BRAA04G005470.3C","Col0","apex",7,0,"Col0-07-a"
"BRAA04G005470.3C","Col0","apex",7,0.0741900712410742,"Col0-07-b"
"BRAA04G005470.3C","Col0","apex",8,0,"Col0-08-a"
"BRAA04G005470.3C","Col0","apex",8,0,"Col0-08-b"
"BRAA04G005470.3C","Col0","apex",9,0,"Col0-09-a"
"BRAA04G005470.3C","Col0","apex",9,0,"Col0-09-b"
"BRAA04G005470.3C","Col0","apex",10,0.232806241594262,"Col0-10-a"
"BRAA04G005470.3C","Col0","apex",10,0,"Col0-10-b"
"BRAA04G005470.3C","Col0","apex",11,0,"Col0-11-a"
"BRAA04G005470.3C","Col0","apex",11,0.120702768615342,"Col0-11-b"
"BRAA04G005470.3C","Col0","apex",12,0,"Col0-12-a"
"BRAA04G005470.3C","Col0","apex",12,0,"Col0-12-b"
"BRAA04G005470.3C","Col0","apex",13,0,"Col0-13-a"
"BRAA04G005470.3C","Col0","apex",13,0,"Col0-13-b"
"BRAA04G005470.3C","Col0","apex",14,2.14320572073142,"Col0-14-a"
"BRAA04G005470.3C","Col0","apex",14,1.6439270595974,"Col0-14-b"
"BRAA04G005470.3C","Col0","apex",15,98.8575126346915,"Col0-15-a"
"BRAA04G005470.3C","Col0","apex",15,117.499115920086,"Col0-15-b"
"BRAA04G005470.3C","Col0","apex",16,105.542668136346,"Col0-16-a"
"BRAA04G005470.3C","Col0","apex",16,106.437032687062,"Col0-16-b"
"BRAA04G005470.3C","Col0","apex",13,0.114951706348024,"Col0-13-c"
"BRAA04G005470.3C","Col0","apex",10,0,"Col0-10-c"
"BRAA04G005470.3C","Col0","apex",10,0.319867503893716,"Col0-10-d"
"BRAA04G005470.3C","Col0","apex",11,0.26648055258442,"Col0-11-c"
"BRAA04G005470.3C","Col0","apex",11,0.191786770831201,"Col0-11-d"
"BRAA04G005470.3C","Col0","apex",13,0,"Col0-13-d"
"BRAA04G005470.3C","Col0","apex",9,0.543770043540217,"Col0-09-c"
"BRAA04G005470.3C","Col0","apex",9,0,"Col0-09-d"
"BRAA04G005470.3C","Col0","apex",12,0,"Col0-12-c"
"BRAA04G005470.3C","Col0","apex",12,0.107929076968958,"Col0-12-d"
"BRAA09G045310.3C","Col0","apex",7,0,"Col0-07-a"
"BRAA09G045310.3C","Col0","apex",7,0.0741900712410742,"Col0-07-b"
"BRAA09G045310.3C","Col0","apex",8,0,"Col0-08-a"
"BRAA09G045310.3C","Col0","apex",8,0,"Col0-08-b"
"BRAA09G045310.3C","Col0","apex",9,0,"Col0-09-a"
"BRAA09G045310.3C","Col0","apex",9,0,"Col0-09-b"
"BRAA09G045310.3C","Col0","apex",10,0.232806241594262,"Col0-10-a"
"BRAA09G045310.3C","Col0","apex",10,0,"Col0-10-b"
"BRAA09G045310.3C","Col0","apex",11,0,"Col0-11-a"
"BRAA09G045310.3C","Col0","apex",11,0.120702768615342,"Col0-11-b"
"BRAA09G045310.3C","Col0","apex",12,0,"Col0-12-a"
"BRAA09G045310.3C","Col0","apex",12,0,"Col0-12-b"
"BRAA09G045310.3C","Col0","apex",13,0,"Col0-13-a"
"BRAA09G045310.3C","Col0","apex",13,0,"Col0-13-b"
"BRAA09G045310.3C","Col0","apex",14,2.14320572073142,"Col0-14-a"
"BRAA09G045310.3C","Col0","apex",14,1.6439270595974,"Col0-14-b"
"BRAA09G045310.3C","Col0","apex",15,98.8575126346915,"Col0-15-a"
"BRAA09G045310.3C","Col0","apex",15,117.499115920086,"Col0-15-b"
"BRAA09G045310.3C","Col0","apex",16,105.542668136346,"Col0-16-a"
"BRAA09G045310.3C","Col0","apex",16,106.437032687062,"Col0-16-b"
"BRAA09G045310.3C","Col0","apex",13,0.114951706348024,"Col0-13-c"
"BRAA09G045310.3C","Col0","apex",10,0,"Col0-10-c"
"BRAA09G045310.3C","Col0","apex",10,0.319867503893716,"Col0-10-d"
"BRAA09G045310.3C","Col0","apex",11,0.26648055258442,"Col0-11-c"
"BRAA09G045310.3C","Col0","apex",11,0.191786770831201,"Col0-11-d"
"BRAA09G045310.3C","Col0","apex",13,0,"Col0-13-d"
"BRAA09G045310.3C","Col0","apex",9,0.543770043540217,"Col0-09-c"
"BRAA09G045310.3C","Col0","apex",9,0,"Col0-09-d"
"BRAA09G045310.3C","Col0","apex",12,0,"Col0-12-c"
"BRAA09G045310.3C","Col0","apex",12,0.107929076968958,"Col0-12-d"
"BRAA03G051930.3C","Col0","apex",7,80.2871098012646,"Col0-07-a"
"BRAA03G051930.3C","Col0","apex",7,73.5223605999045,"Col0-07-b"
"BRAA03G051930.3C","Col0","apex",8,88.5399171201222,"Col0-08-a"
"BRAA03G051930.3C","Col0","apex",8,87.5672362243257,"Col0-08-b"
"BRAA03G051930.3C","Col0","apex",9,123.712467009472,"Col0-09-a"
"BRAA03G051930.3C","Col0","apex",9,85.6031010704391,"Col0-09-b"
"BRAA03G051930.3C","Col0","apex",10,185.313768309033,"Col0-10-a"
"BRAA03G051930.3C","Col0","apex",10,115.221109181891,"Col0-10-b"
"BRAA03G051930.3C","Col0","apex",11,205.981195683589,"Col0-11-a"
"BRAA03G051930.3C","Col0","apex",11,173.811986806092,"Col0-11-b"
"BRAA03G051930.3C","Col0","apex",12,148.165014054207,"Col0-12-a"
"BRAA03G051930.3C","Col0","apex",12,108.682169075212,"Col0-12-b"
"BRAA03G051930.3C","Col0","apex",13,120.893274060916,"Col0-13-a"
"BRAA03G051930.3C","Col0","apex",13,123.601983459999,"Col0-13-b"
"BRAA03G051930.3C","Col0","apex",14,115.733108919497,"Col0-14-a"
"BRAA03G051930.3C","Col0","apex",14,112.256733498222,"Col0-14-b"
"BRAA03G051930.3C","Col0","apex",15,65.1680514599298,"Col0-15-a"
"BRAA03G051930.3C","Col0","apex",15,62.0812909256406,"Col0-15-b"
"BRAA03G051930.3C","Col0","apex",16,49.5098838370091,"Col0-16-a"
"BRAA03G051930.3C","Col0","apex",16,42.4221370033474,"Col0-16-b"
"BRAA03G051930.3C","Col0","apex",13,133.229027657359,"Col0-13-c"
"BRAA03G051930.3C","Col0","apex",10,147.076272268336,"Col0-10-c"
"BRAA03G051930.3C","Col0","apex",10,124.908260270496,"Col0-10-d"
"BRAA03G051930.3C","Col0","apex",11,152.782183481734,"Col0-11-c"
"BRAA03G051930.3C","Col0","apex",11,115.072062498721,"Col0-11-d"
"BRAA03G051930.3C","Col0","apex",13,200.91530611499,"Col0-13-d"
"BRAA03G051930.3C","Col0","apex",9,116.366789317606,"Col0-09-c"
"BRAA03G051930.3C","Col0","apex",9,108.596556493395,"Col0-09-d"
"BRAA03G051930.3C","Col0","apex",12,157.230828784262,"Col0-12-c"
"BRAA03G051930.3C","Col0","apex",12,202.906664701641,"Col0-12-d"
"BRAA02G043220.3C","Col0","apex",7,9.21901406148242,"Col0-07-a"
"BRAA02G043220.3C","Col0","apex",7,14.2444936782862,"Col0-07-b"
"BRAA02G043220.3C","Col0","apex",8,15.51603554539,"Col0-08-a"
"BRAA02G043220.3C","Col0","apex",8,13.3633412626696,"Col0-08-b"
"BRAA02G043220.3C","Col0","apex",9,20.7221484358896,"Col0-09-a"
"BRAA02G043220.3C","Col0","apex",9,19.1715278439004,"Col0-09-b"
"BRAA02G043220.3C","Col0","apex",10,8.78843562018341,"Col0-10-a"
"BRAA02G043220.3C","Col0","apex",10,16.375093036186,"Col0-10-b"
"BRAA02G043220.3C","Col0","apex",11,18.4307946427735,"Col0-11-a"
"BRAA02G043220.3C","Col0","apex",11,20.5194706646081,"Col0-11-b"
"BRAA02G043220.3C","Col0","apex",12,18.5350172981565,"Col0-12-a"
"BRAA02G043220.3C","Col0","apex",12,23.1886524535473,"Col0-12-b"
"BRAA02G043220.3C","Col0","apex",13,19.975679477114,"Col0-13-a"
"BRAA02G043220.3C","Col0","apex",13,22.1483322963005,"Col0-13-b"
"BRAA02G043220.3C","Col0","apex",14,26.7900715091427,"Col0-14-a"
"BRAA02G043220.3C","Col0","apex",14,49.2003884265221,"Col0-14-b"
"BRAA02G043220.3C","Col0","apex",15,48.2180413063777,"Col0-15-a"
"BRAA02G043220.3C","Col0","apex",15,108.392379147451,"Col0-15-b"
"BRAA02G043220.3C","Col0","apex",16,63.6250127063076,"Col0-16-a"
"BRAA02G043220.3C","Col0","apex",16,53.1094620067613,"Col0-16-b"
"BRAA02G043220.3C","Col0","apex",13,60.6945009517565,"Col0-13-c"
"BRAA02G043220.3C","Col0","apex",10,8.72035743022669,"Col0-10-c"
"BRAA02G043220.3C","Col0","apex",10,9.43609136486462,"Col0-10-d"
"BRAA02G043220.3C","Col0","apex",11,20.074868294693,"Col0-11-c"
"BRAA02G043220.3C","Col0","apex",11,9.78112531239125,"Col0-11-d"
"BRAA02G043220.3C","Col0","apex",13,42.9752376826021,"Col0-13-d"
"BRAA02G043220.3C","Col0","apex",9,7.2502672472029,"Col0-09-c"
"BRAA02G043220.3C","Col0","apex",9,5.14754319769915,"Col0-09-d"
"BRAA02G043220.3C","Col0","apex",12,22.2130362367553,"Col0-12-c"
"BRAA02G043220.3C","Col0","apex",12,19.1034466235055,"Col0-12-d"
"BRAA06G025360.3C","Col0","apex",7,9.21901406148242,"Col0-07-a"
"BRAA06G025360.3C","Col0","apex",7,14.2444936782862,"Col0-07-b"
"BRAA06G025360.3C","Col0","apex",8,15.51603554539,"Col0-08-a"
"BRAA06G025360.3C","Col0","apex",8,13.3633412626696,"Col0-08-b"
"BRAA06G025360.3C","Col0","apex",9,20.7221484358896,"Col0-09-a"
"BRAA06G025360.3C","Col0","apex",9,19.1715278439004,"Col0-09-b"
"BRAA06G025360.3C","Col0","apex",10,8.78843562018341,"Col0-10-a"
"BRAA06G025360.3C","Col0","apex",10,16.375093036186,"Col0-10-b"
"BRAA06G025360.3C","Col0","apex",11,18.4307946427735,"Col0-11-a"
"BRAA06G025360.3C","Col0","apex",11,20.5194706646081,"Col0-11-b"
"BRAA06G025360.3C","Col0","apex",12,18.5350172981565,"Col0-12-a"
"BRAA06G025360.3C","Col0","apex",12,23.1886524535473,"Col0-12-b"
"BRAA06G025360.3C","Col0","apex",13,19.975679477114,"Col0-13-a"
"BRAA06G025360.3C","Col0","apex",13,22.1483322963005,"Col0-13-b"
"BRAA06G025360.3C","Col0","apex",14,26.7900715091427,"Col0-14-a"
"BRAA06G025360.3C","Col0","apex",14,49.2003884265221,"Col0-14-b"
"BRAA06G025360.3C","Col0","apex",15,48.2180413063777,"Col0-15-a"
"BRAA06G025360.3C","Col0","apex",15,108.392379147451,"Col0-15-b"
"BRAA06G025360.3C","Col0","apex",16,63.6250127063076,"Col0-16-a"
"BRAA06G025360.3C","Col0","apex",16,53.1094620067613,"Col0-16-b"
"BRAA06G025360.3C","Col0","apex",13,60.6945009517565,"Col0-13-c"
"BRAA06G025360.3C","Col0","apex",10,8.72035743022669,"Col0-10-c"
"BRAA06G025360.3C","Col0","apex",10,9.43609136486462,"Col0-10-d"
"BRAA06G025360.3C","Col0","apex",11,20.074868294693,"Col0-11-c"
"BRAA06G025360.3C","Col0","apex",11,9.78112531239125,"Col0-11-d"
"BRAA06G025360.3C","Col0","apex",13,42.9752376826021,"Col0-13-d"
"BRAA06G025360.3C","Col0","apex",9,7.2502672472029,"Col0-09-c"
"BRAA06G025360.3C","Col0","apex",9,5.14754319769915,"Col0-09-d"
"BRAA06G025360.3C","Col0","apex",12,22.2130362367553,"Col0-12-c"
"BRAA06G025360.3C","Col0","apex",12,19.1034466235055,"Col0-12-d"
